,title,ingredients,directions,link,source,NER
2049463,Red Chili Raspberry Bites,"['1 1/4 cup/250 grams sugar', '2 cups/250 grams raspberries', 'Splash lemon juice', '1/8 cup/30 grams pectin', '2 teaspoons/5 grams chili powder', '1 cup/224 grams heavy cream', '1/8 cup/10g red chili powder', '3 3/4 cup/504g bittersweet chocolate, chopped', '1/3 cup/84g butter, softened', 'Tempered chocolate, for lining mold', 'Special equipment: plastic bonbon mold']","['For the red chili raspberry jam: Pour 1 cup/200 grams sugar into a medium pot.', 'Add the raspberries and a splash of lemon juice and mix it together.', 'Bring to a boil.', 'In a separate small bowl, mix the remaining 1/4 cup/50 grams sugar with the pectin to prevent clumping.', 'Once the fruit mixture is boiling, add the pectin and sugar mixture and the chili powder and continue boiling for 15 minutes.', 'Remove the mixture from the heat and set aside to cool.', 'For the red chili chocolate ganache: Put the heavy cream and red chili powder in a small saucepan over medium heat and heat until simmering.', 'Place the chopped chocolate in a large bowl.', 'Pour the hot cream over the chopped chocolate and gently whisk to combine.', 'Make sure that all of the chocolate has melted into the cream and the mixture is very smooth.', 'Once the chocolate is melted, add the butter and whisk until well mixed.', 'Your ganache should be very smooth and shiny.', 'Let the ganache cool to room temperature.', 'To assemble: Line a plastic bonbon mold with the tempered chocolate.', 'Place the red chili raspberry jam in a piping bag and fill the mold halfway with the jam.', 'Place the red chili chocolate ganache into a piping bag.', 'Fill the rest of the mold, and top with more tempered chocolate.', 'Place the mold in the refrigerator and let it set for about 20 minutes.', 'Once the chocolate is fully set, carefully unmold and enjoy.']",www.foodnetwork.com/recipes/red-chili-raspberry-bites-recipe.html,Recipes1M,"['sugar', 'raspberries', 'lemon juice', 'chili powder', 'heavy cream', 'red chili powder', 'bittersweet chocolate', 'butter', 'chocolate', 'bonbon mold']"
1458800,Southern Tomato Salad,"['2 cups halved multicolored cherry tomatoes', '1/8 teaspoon kosher salt', '1 cup sliced fresh peaches', '1 1/2 tablespoons olive oil', '1 tablespoon fresh mint leaves', '2 teaspoons apple cider vinegar', '1/8 teaspoon kosher salt', '1/4 teaspoon black pepper', '1 ounce crumbled goat cheese']","['Combine tomatoes and 1/8 tsp. salt in a bowl. Let stand 5 minutes. Add peaches, olive oil, mint leaves, vinegar, and 1/8 tsp. kosher salt; toss. Top with pepper and crumbled goat cheese.']",www.myrecipes.com/recipe/southern-tomato-salad,Gathered,"['tomatoes', 'kosher salt', 'peaches', 'olive oil', 'mint leaves', 'apple cider vinegar', 'kosher salt', 'black pepper', 'goat cheese']"
1344928,Pom Pork Tenderloin With Pomegranate And Onion Marmalade ,"['Tenderloins', 'juice from 2-3 large POM Wonderful pomegranates* or 1 cup POM Wonderful 100% Pomegranate Juice', '2 1-lb. pork tenderloins', '1 teaspoon salt', '1/2 teaspoon ground black pepper', '1 teaspoon dried thyme (or 1 tablespoon fresh thyme)', '1 tablespoon dried rosemary (or 3 tablespoons fresh rosemary)', '1/2 pound prosciutto, sliced thin, plus string to tie to tenderloins', '1 tablespoon olive oil', '1/2 cup chicken broth', 'Marmalade', '1 cup arils from 1-2 large POM Wonderful pomegranates', '1 12-oz bag frozen whole petite onions, thawed**', '1/4 cup water', '1 tablespoons olive oil', '1 teaspoons salt', '4 tablespoons honey', ""2 tablespoons white wine vinegar or lemon juice, with the lemon's zest""]","['Tenderloins:', '1. Preheat oven to 375°F.', '', '2. Prepare fresh pomegranate juice.*', '', '3. Rub each tenderloin with salt, pepper, thyme and rosemary.', '', '4. Wrap each tenderloin with prosciutto and tie at intervals with string.', '', '5. Over medium-high heat on the cooktop, brown tenderloins in an ovenproof skillet. Reduce heat to low; add chicken broth and pomegranate juice.', '', '6. Cover and bake until pork is done or meat thermometer inserted in center is 165°F, about 25 to 30 minutes.', '', '7. Prepare marmalade while tenderloins are baking.', '', '8. Remove string and slice each tenderloin.', '', '', '', 'Marmalade:', '1. Score 1-2 fresh pomegranates and place in a bowl of water. Break open the pomegranates under water to free the arils (seed sacs). The arils will sink to the bottom of the bowl and the membrane will float to the top. Sieve and put the arils in a separate bowl. Reserve 1 cup of the arils from fruit and set aside. (Refrigerate or freeze remaining arils for another use.)', '', '2. Heat a skillet over medium-high heat; add water and thawed onions.', '', '3. Reduce heat to low and cook until soft, about 15 to 20 minutes.', '', '4. Add salt, honey and white wine vinegar (or lemon juice and lemon zest).', '', '5. Cook until onions are glazed and sauce is thickened. Stir in arils and serve hot with pork.', '', '* For 1 cup of juice, cut 2-3 large POM Wonderful Pomegranates in half and juice them with a citrus reamer or juicer. Pour the mixture through a cheesecloth-lined strainer or sieve. Set the juice aside.', '', '** If using fresh pearl onions, remove skin by blanching in a pot of boiling water and then cooling in a bowl of ice water. Slip off onionskins and proceed with recipe.']",www.epicurious.com/recipes/member/views/pom-pork-tenderloin-with-pomegranate-and-onion-marmalade-50024636,Gathered,"['Tenderloins', 'Wonderful pomegranates', 'pork tenderloins', 'salt', 'ground black pepper', 'thyme', 'rosemary', 'thin', 'olive oil', 'chicken broth', 'Marmalade', 'petite onions', 'water', 'olive oil', 'salt', 'honey', 'white wine vinegar']"
660372,Granny Gossett'S Green Salad,"['1 small box lime Jell-O', '3/4 c. miniature marshmallows', '1 c. boiling water', '1 c. chopped nuts', '1 small can crushed pineapple', '1 small pkg. cream cheese (room temperature)', '1 small carton whipping cream']","['Mix lime Jell-O with boiling water.', 'Add miniature marshmallows and cream cheese.', 'Stir this until all melts and is smooth.', 'Add nuts and pineapple.', 'Place this in refrigerator until slightly congealed.', 'Whip the whipping cream until it forms peaks and starts to stiffen.', 'Fold this into Jell-O mixture.', 'Pour into serving dish and refrigerate overnight.', 'Keep refrigerated.']",www.cookbooks.com/Recipe-Details.aspx?id=479420,Gathered,"['lime', 'marshmallows', 'boiling water', 'nuts', 'pineapple', 'cream cheese', 'whipping cream']"
1634158,Tapas Espanolas,"['2 cups flour', '10 tablespoons unsalted butter chilled', '1 teaspoon salt', 'water', '1 tablespoon spanish paprika smoked, pimenton', '1 cup milk', '4 ounces serrano ham thickly sliced, julienned, about 1 cup', '6 piquillo peppers canned OR jarred, OR roasted', 'cheese cup grated tetilla, OR shredded Mon', 'manchego cheese cup grated', 'extra-virgin olive oil']","['In a medium bowl, place 2 cups flour. With a pastry cutter or two knives, cut in 8 tablespoons butter, cut into thin slices, until mixture resembles coarse crumbs. In a cup, combine salt and 1/4 cup ice water; sprinkle over flour mixture and stir with a fork until mixture holds together. Form into a ball; flatten, wrap and refrigerate until firm, about 1 hour.', 'In a small saucepan, melt remaining 2 tablespoons butter. Stir in remaining 1 tablespoon flour and paprika until smooth; gradually whisk in milk. Bring just to a boil; turn off heat and stir in Serrano ham, piquillo peppers and tetilla and manchego cheeses.', 'Roll out dough to form a 15x12-inch rectangle. Cut into 20 (3-inch)', 'Squares; fit a square into each of 20 mini-muffin pan cups. Divide filling evenly among pastry-lined cups. Bring pastry edges up to meet and twist together in center. Brush tops of pastry with olive oil. Place pans on a rimmed baking sheet to catch spills. Bake in a preheated 350-degree oven about 15 to 20 minutes, until pastry is golden. Serve hot with glasses of dry sherry.']",www.yummly.com/recipe/Tapas-Espanolas-1674549,Gathered,"['flour', 'butter', 'salt', 'water', 'paprika', 'milk', 'serrano ham', 'piquillo peppers', 'tetilla', 'manchego cheese', 'extra-virgin olive oil']"
1973976,Arancini Sicilian Rice Balls,"['3/4 pounds, 2-18 ounces, weight Short Grain Rice', '2 whole Eggs', '3/4 ounces, weight Butter', '1 pinch Saffron', '1-78 ounces, weight Parmigiano Reggiano Cheese', 'Salt To Taste', 'Sunflower Oil, For Frying', '3/4 pounds, 2-18 ounces, weight Your Own Bolognese Sauce Made With Pork Meat, Tomato Sauce And Olive Oil', '3-58 ounces, weight Peas, Boiled', '4- 1/2 ounces, weight Mozzarella Cheese Diced', '4- 1/2 ounces, weight Cheddar Cheese, Diced', '1 whole Egg', '7 ounces, weight Breadcrumbs']","['Boil the rice in a pot of salted water but cook it for half of the time that the package recommends.', 'Then drain it, put it in a large bowl and let it cool off some.', 'When it is just barely warm, add the eggs, the butter, the saffron and the Parmigiano cheese.', 'Stir well and then taste for salt, if needed add some more.', 'Cover the bowl with a sheet of cling film and let the rice stand at least a couple of hours.', 'In a bowl mix the Bolognese sauce with the boiled peas.', 'In another bowl mix the two cheeses.', 'On a plate whisk the egg and in a second plate spread the breadcrumbs.', 'Now put two tablespoons of rice in the palm of your hand.', 'Flatten it and then put a tablespoon of Bolognese sauce and a sprinkle of cheese onto it.', 'Then form a cup with the rice and add another tablespoon of rice on the top in order to close it.', 'Now with your hands you should be able to shape it into a ball the size of a baseball.', 'Finally, lightly coat the rice ball in the egg, then in the bread crumbs and put it on a tray.', 'Proceed like this until you finish all the rice.', 'Every two rice balls you will have probably to wash your hands because the rice will start to stick.', 'When you have finished preparing the rice balls, let them stand for a couple of hours in the fridge.', 'In a pot heat the sunflower oil on high heat.', 'When the oil is hot, fry the rice balls, 3 or 4 at the same time.', 'Fry them for around 4-5 minutes, until they are golden; then take the rice balls from the pot and set on a paper towel to drain off the oil.', 'While you fry it is important that the oil is always very hot or the rice ball will soak the oil and eventually break.', 'Repeat frying all of the balls.', 'Serve immediately and enjoy Sicily!']",tastykitchen.com/recipes/appetizers-and-snacks/arancini-e28093-sicilian-rice-balls/,Recipes1M,"['Rice', 'Eggs', 'Butter', 'Saffron', 'Cheese', 'Salt', 'Sunflower Oil', 'Own Bolognese Sauce', 'Mozzarella Cheese', 'Cheddar Cheese', 'Egg', 'weight Breadcrumbs']"
1800956,Texas Caviar Dip,"['2 cans (15 Oz. Can) Black Eyed Peas', '1 cup Zesty Italian Dressing (Bottled) I Use Kraft Fat Free', '2 whole Avocados, Diced', '1 whole Diced Tomato', '2 whole Diced Jalapeno (I Leave In The Seeds)', '1 whole Diced Onion', '1/4 cups Cilantro (or To Taste)']","['Drain and rinse the black-eyed peas.', 'Mix all ingredients and enjoy with tortilla chips!']",tastykitchen.com/recipes/appetizers-and-snacks/texas-caviar-dip-2/,Recipes1M,"['Italian Dressing', 'Avocados', 'Tomato', 'Onion', 'Cilantro']"
1412466,Pork In Garlic Sauce,"['4 teaspoons cornstarch, divided', '5 1/2 tablespoons soy sauce, divided', '1 pound lean, boneless pork chops, cut into thin strips', '1 cup uncooked long-grain rice', '1/4 cup water', '4 teaspoons hoisin sauce', '1 teaspoon sesame oil', '1 tablespoon peanut oil', '1/2 (8-ounce) package sliced fresh mushrooms', '4 green onions, sliced', '1 (8-ounce) can sliced water chestnuts, drained', '3 garlic cloves, minced', '2 teaspoons minced fresh ginger', '1/2 teaspoon dried crushed red pepper', '2 tablespoons fresh orange juice', 'Garnishes: chopped green onions, orange slices']","['Stir together 2 teaspoons cornstarch and 1 1/2 tablespoons soy sauce in a medium bowl until smooth. Add pork, tossing to coat. Let stand 15 minutes.', 'Prepare rice according to package directions. Keep warm.', 'Stir together remaining 2 teaspoons cornstarch, remaining 4 tablespoons soy sauce, 1/4 cup water, and 4 teaspoons hoisin sauce.', 'Heat oils in a large skillet or wok over medium-high heat 2 minutes. Add pork mixture, and stir-fry 3 to 4 minutes or until pork is browned. Add mushrooms and next 5 ingredients; stir-fry 2 minutes. Stir in hoisin sauce mixture, and stir-fry 1 minute or until thickened. Stir in orange juice. Serve over warm rice. Garnish, if desired.']",www.myrecipes.com/recipe/pork-garlic-sauce,Gathered,"['cornstarch', 'soy sauce', 'lean', 'long-grain rice', 'water', 'hoisin sauce', 'sesame oil', 'peanut oil', 'mushrooms', 'green onions', 'water chestnuts', 'garlic', 'fresh ginger', 'red pepper', 'orange juice', 'green onions']"
919652,Chocolate Oatmeal Brownies,"['1 cup butter, softened', '2/3 cup firmly packed brown sugar', '2/3 cup white sugar', '2 eggs', '2 teaspoons vanilla extract', '1 cup all-purpose flour', '1 teaspoon baking powder', '1 teaspoon ground cinnamon', '1/2 teaspoon salt', '1/4 teaspoon ground nutmeg', '2 cups quick-cooking rolled oats', '1 1/4 cups chocolate chips, divided']","['Preheat oven to 350 degrees F (175 degrees C).', 'Beat butter, brown sugar, white sugar, eggs, and vanilla extract together in a bowl using an electric mixer until light and fluffy. Stir flour, baking powder, cinnamon, salt, and nutmeg into creamed butter mixture until batter is just combined; fold in oats and 1 cup chocolate chips. Pour batter into a 9x12-inch baking pan; sprinkle with remaining 1/4 cup chocolate chips.', 'Bake in the preheated oven until the top is dry and the edges have started to pull away from the sides of the pan, about 40 minutes.']",www.allrecipes.com/recipe/234744/chocolate-oatmeal-brownies/,Gathered,"['butter', 'brown sugar', 'white sugar', 'eggs', 'vanilla', 'flour', 'baking powder', 'ground cinnamon', 'salt', 'ground nutmeg', 'quick-cooking', 'chocolate chips']"
1591990,Chicken Kabobs,"['1/2 cup soy sauce', '2/3 cup oil', '1/4 cup sugar', '2 tablespoons lemon juice', '1 clove garlic', '1 slice ginger', '5 boneless chicken breasts']","['Arrange chicken pieces in pan.', 'Mix ingredients in blender thoroughly and pour over chicken. Refrigerate 3 hours.', 'Arrange, along with the chicken, various fresh vegetables (onion, mushroom, green pepper, zucchini, etc.) onto the spears. Pineapple chunks are tasty, too! Alternate these onto the spears and barbeque 20 minutes using the marinade to baste occasionally while grilling. Add cherry tomato on the end of each spear the last 5 minutes. Serve over rice.']",www.yummly.com/recipe/Chicken-Kabobs-1651774,Gathered,"['soy sauce', 'oil', 'sugar', 'lemon juice', 'clove garlic', 'ginger', 'chicken breasts']"
264348,Million Dollar Pie,"['1 can sweetened condensed milk', '1/4 c. lemon juice', '8 oz. Cool Whip', '1 c. chopped nuts', '1 large can crushed pineapple, drained', '1 c. flaked coconut', '2 baked pie shells']","['Combine milk and lemon juice.', 'Add remaining ingredients. Pour in baked pie shells or graham cracker crust.', 'Keep in refrigerator.']",www.cookbooks.com/Recipe-Details.aspx?id=1005636,Gathered,"['condensed milk', 'lemon juice', 'nuts', 'pineapple', 'flaked coconut']"
984902,Pot Sticker Pork And Coriander Dumplings With Dipping Sauce,"['300 g pork mince', '3 green onions, chopped', '1 tablespoon ketjap manis or 1 tablespoon hoisin sauce', '1 tablespoon sweet chili sauce', '1/2 teaspoon grated ginger', '1/4 cup chopped coriander leaves (cilantro)', '1 egg white', '30 wonton wrappers', '1 tablespoon vegetable oil', 'Dipping sauce', '2 tablespoons lime juice', '1 tablespoon brown sugar', '1 teaspoon fish sauce', '1 large red chile, seeded and finely chopped']","['For the dipping sauce, place the lime juice, sugar and fish sauce and chilli in a bowl and stir until the sugar dissolves. Set aside.', 'To make the dumplings, place the mince, onions, ketjap manis, sweet chilli sauce, ginger, coriander and eggwhite in a bowl and mix until combined.', 'Place a heaped teaspoon of the pork mixture in the centre of each wrapper. Brush the edges with waterm fold to enclose the filling and pinch the edges to seal. Repeat until all the wrappers have been used.', 'Cook the dumplings in a large saucepan of boiling water for 2-3 min or until cooked through. Drain on absorbent paper.', 'Heat a non-stick frying pan over high heat. Add the ol and cook the dumplings for 1 min each side or until golden. Serve with dipping sauce.']",www.food.com/recipe/pot-sticker-pork-and-coriander-dumplings-with-dipping-sauce-141518,Gathered,"['pork mince', 'green onions', 'ketjap manis', 'sweet chili sauce', 'grated ginger', 'coriander', 'egg', 'wonton wrappers', 'vegetable oil', 'Dipping sauce', 'lime juice', 'brown sugar', 'fish sauce', 'red chile']"
